Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
rating 4 stars,2,2,3,1,1,2,0,0,0
09-04-2015,2,2,1,1,8,0,0,0,0
i am pretty much a cheesecake novice so i am pleased to say that this turned,1,2,16,0,0,2,4,0,0
out exactly as advertised blueberry jelly wasn t available at my store so i,1,1,14,0,0,3,0,0,0
substituted blueberry jam with no added sugar this worked except that i,1,1,12,0,0,4,2,0,0
should have used maybe half a cup instead of a third,0,1,11,0,0,0,2,1,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f27ceaf5f6ecdb9b97f4b10bfd473b9e80bcee1de,0,1,2,1,18,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
struc91,2,2,1,1,2,1,0,0,0
rating 3 stars,2,2,3,1,1,2,0,0,0
07-04-2019,2,2,1,1,8,0,0,0,0
so far i ve doubled the recipe and added a large box of vanilla instant,1,2,15,0,0,5,2,0,0
pudding it s still in the ovenit overflowed my ovens a mess i hope it,1,1,15,0,0,3,3,0,0
tastes good i ve got canned cherry pie filling to top it with will,1,1,14,0,0,4,5,0,0
update,2,1,1,0,0,1,0,0,0
mamacancook,2,2,1,0,0,1,0,0,0
rating 3 stars,2,2,3,1,1,2,0,0,0
04-02-2019,2,2,1,1,8,0,0,0,0
flavor was ok but this definitely needs some changes split severely just five,1,2,13,0,0,2,3,0,0
minutes after removing from oven,0,1,5,0,0,1,2,0,0
i d suggest a water bath,0,0,6,0,0,3,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f91e083265e2948f78215828c348a2800f9ef703e,0,1,2,1,32,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
kathy leifson,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
12/13/2018,2,2,1,1,8,0,0,0,0
yes i love blueberrys with lemon so i put lemon zest on the blueberrys i don t,1,2,17,0,0,6,3,0,0
like messing with fresh so i put the fresh berries with lemon zest on top of,1,1,16,0,0,3,2,0,0
blueberrys no jam it was wonderful everyone loved it,0,1,9,0,0,3,2,0,0
janine9vn,2,0,1,1,1,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
02-11-2017,2,2,1,1,8,0,0,0,0
followed the recipe to the t with the exception of the topping it turned out,1,2,15,0,0,3,3,0,0
really well so delicious mine was a bit short but it was an excellent,1,1,14,0,0,2,2,0,0
cheesecake i would recommend not doing a blueberry jam topping but a proper,1,1,13,0,0,4,3,0,0
blueberry sauce though,2,1,3,0,0,1,1,0,0
mel,2,2,1,0,0,1,0,0,0
rating 1 stars,2,2,3,1,1,2,0,0,0
12-11-2005,2,2,1,1,8,0,0,0,0
the result is a very bland cheesecake with poor texture not worth the expense,1,2,14,0,0,4,1,0,0
of the ingredients which was about 9 by my reckoning,0,1,10,1,1,2,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fbdce55caec3617ab0a001b44eff0b57d6a6d4a89,0,1,2,1,21,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
shona wendel,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
07/13/2016,2,2,1,1,8,0,0,0,0
totally delicious i served it to my dh and his work buddies they all raved,1,2,15,0,0,4,2,0,0
about it,2,1,2,0,0,0,0,0,0
ashley,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
01/23/2019,2,2,1,1,8,0,0,0,0
very easy to make,0,2,4,0,0,0,1,0,0
everyone loved it,0,0,3,0,0,1,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f176d33ee72a1d63f89e4591fb28d93d99b47a9e8,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
danielle farina lankowicz,2,2,3,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
05/13/2019,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,0,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f7648d8c942296e6140e705867fff3235 2f6638106jpg,0,1,4,1,34,1,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
my family and i loved this cheesecake i followed the recipe exactly but my,1,2,14,0,0,5,2,0,0
spring form pan is 105 inches so i was a little short on topping i did put a,1,1,18,1,3,5,5,1,0
pan of water in the bottom shelf of my oven while baking no cracks at all i,1,1,17,0,0,6,1,0,0
will be making this many times in the future,2,1,9,0,0,2,2,0,0
ninalou3,2,2,1,1,1,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
11/26/2011,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,0,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2fc2e6b9db60047e28ab8c636d06c5dbef 2f743940jpg,0,1,4,1,25,1,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
i made this cake for my uncle because he loves cheesecake and blueberries and,1,2,14,0,0,5,2,0,0
it was a major success,0,1,5,0,0,1,1,0,0
everyone was very impressed it had perfect,1,0,7,0,0,1,2,0,0
consistency i wouldn t change a thing,0,1,7,0,0,5,1,0,0
i did have to make an extra bath of,1,0,9,0,0,2,3,0,0
the graham cracker bottom though because my pan was a little bigger but it,1,1,14,0,0,3,2,0,0
was absolutely delicious,0,1,3,0,0,0,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2ff3cbefaccfbb1acb13a6adb2549c75c5c300453c,0,1,2,1,19,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
jones salvador,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
05/20/2018,2,2,1,1,8,0,0,0,0
really good i was able to make it with our smart oven will probably make,1,2,15,0,0,2,3,0,0
some slight adjustments with the cream cheese and butter next time just to,1,1,13,0,0,5,0,0,0
make the cheesecake creamier and the crust more buttery,0,1,9,0,0,4,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f9cbb7a54bb21f36a326953bf1809d99e033c9a67,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
connie l hanson,2,2,3,0,0,3,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
03/26/2013,2,2,1,1,8,0,0,0,0
this recipe is wonderful however it is plenty in volume for a 9x13 pan then,1,2,15,1,3,3,2,0,0
topped with sweetened fruit such as blueberries i discovered this when i,1,1,12,0,0,3,3,0,0
doubled it for a cake pan it is way to tall and hung over the edges slightly,1,1,17,0,0,4,4,0,0
it is yummy,0,1,3,0,0,0,1,0,0
izzy,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
10/24/2019,2,2,1,1,8,0,0,0,0
the filling was rich and creamy i cooked the crust for 10 minutes at 350 f i,1,2,17,1,5,6,2,0,0
made the homemade blueberry pie filling from this website overall excellent,1,1,11,0,0,3,3,0,0
results,0,1,1,0,0,1,0,0,0
patsthemom,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
09-10-2018,2,2,1,1,8,0,0,0,0
great recipe eaten up really fast,2,2,6,0,0,1,1,0,0
jacinda,2,2,1,0,0,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
05/19/2013,2,2,1,1,8,0,0,0,0
would be best with real blueberries,2,2,6,0,0,1,1,0,0
dan5348,2,2,1,1,4,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
06-08-2016,2,2,1,1,8,0,0,0,0
big hit the kids and mommy loved it,0,2,8,0,0,2,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fa4473cb9c5f8da3d31c49a5bf509549a8d4f5535,0,1,2,1,26,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
elizabeth ricalde,2,2,2,0,0,1,1,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
03/14/2020,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,0,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f7812926jpg,0,1,3,1,9,0,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
i made it i love how it came out it was easy,0,2,12,0,0,1,5,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f5a5f1786f9602140e6914558fea1dceb77351e53,0,1,2,1,29,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
silvia xraygirl diaz,2,2,3,0,0,3,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
07-11-2018,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,0,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f5547770jpg,0,1,3,1,9,0,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
i didn t have a spring form pan but i did have graham cracker crust pie tins,1,2,17,0,0,11,4,0,0
so i used those i would say for my first time making cheesecake it turned out,1,1,16,0,0,2,5,0,0
pretty well still doesn t taste like store bought but that s ok it was much,1,1,16,0,0,2,4,0,0
easier than i had expected i also didn t have the jelly the blueberries made,1,1,15,0,0,4,5,0,0
their own juice,2,1,3,0,0,1,0,0,0
allrecipes member,2,2,2,0,0,2,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
09-04-2004,2,2,1,1,8,0,0,0,0
its good but it makes me cook d,0,2,8,0,0,1,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f3cdf14d389d89694fff12c192402ac65bd556819,0,1,2,1,28,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
sheryl ferguson,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
02/18/2016,2,2,1,1,8,0,0,0,0
by far the best cheesecake recipe i have tried texture was smooth and creamy,1,2,14,0,0,4,3,0,0
and the taste was rich and delicious i only used 3 eggs was all i had and,1,1,17,1,1,4,4,0,0
it still turned out fantastic recipe was easy to follow and had a reasonable,1,1,14,0,0,1,4,0,0
amount of ingredients it cracked a bit on the top can someone please tell,1,1,14,0,0,6,2,0,0
me what to do to keep that from happening,0,1,9,0,0,0,3,0,0
other than that it was perfect,0,0,6,0,0,0,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f541e2e02d85344be5504a482c9cec57c2a9c849a,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
patti bone,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
07-10-2018,2,2,1,1,8,0,0,0,0
it was delish,0,2,3,0,0,0,1,0,0
the blueberry sauce was so good my son wanted to drink it,2,0,12,0,0,3,3,0,0
lyn conley,2,2,2,0,0,2,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
07/23/2016,2,2,1,1,8,0,0,0,0
i made this but used homemade blueberry preserves on top husband doesn t,1,2,13,0,0,6,3,0,0
usually like cheese cake but said this was delicious,0,1,9,0,0,1,2,0,0
edna,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
03/29/2014,2,2,1,1,8,0,0,0,0
very good not too sweet,0,2,5,0,0,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f9e8420c52d39136b74bd73cc8f108efd6379694d,0,1,2,1,28,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
bizzy,2,2,1,0,0,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
09/13/2011,2,2,1,1,8,0,0,0,0
this is very simple and delicious,0,2,6,0,0,0,1,0,0
i make my crust with nilla wafers and throw,1,0,9,0,0,3,2,0,0
some berries in the batter,2,1,5,0,0,2,0,0,0
bree vanderland,2,2,2,0,0,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
11-12-2013,2,2,1,1,8,0,0,0,0
looked great i added a few blueberries to the batter as well and the baking,1,2,15,0,0,4,2,0,0
took longer than an hour but it turned out great yummy aswell,0,1,12,0,0,3,2,0,0
laura parish,2,0,2,0,0,2,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
01/18/2013,2,2,1,1,8,0,0,0,0
needs to be cheesier it wasn t very flavorful next time i m going to add,1,2,16,0,0,3,4,0,0
more cream cheese,2,1,3,0,0,2,0,0,0
allrecipes member,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
05/20/2018,2,2,1,1,8,0,0,0,0
really good i was able to make it with our smart oven will probably make,1,2,15,0,0,2,3,0,0
some slight adjustments with the cream cheese and butter next time just to,1,1,13,0,0,5,0,0,0
make the cheesecake creamier and the crust more buttery,0,1,9,0,0,4,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f022e972d81cbf0aea11315d94ee88b838a7ada5d,0,1,2,1,24,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
anna the baker,2,2,3,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
08/15/2014,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,0,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f1348402jpg,0,1,3,1,9,0,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
i love this cheesecake,0,2,4,0,0,1,1,0,0
instead of frozen blueberries and jelly i used,1,0,8,0,0,2,1,0,0
smuckers blueberry preserves i just heated it a bit on the stovetop for a,1,1,14,0,0,3,3,0,0
spreadable consistency as with any cheesecake you need to bake this in a,1,1,13,0,0,2,2,0,0
water bath to avoid cracking even if the recipe doesn t specify that,2,1,13,0,0,6,2,0,0
emerald,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
07/19/2018,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,0,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f568590068dbda254767a2727750ab80e 2f5572259jpg,0,1,4,1,33,1,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
first time doing a cheesecake ended up with cracking but i m sure it will,1,2,15,0,0,2,4,0,0
still taste great black raspberry and blueberry topping,2,1,8,0,0,3,1,0,0
nice4ureye,2,2,1,1,1,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
06-11-2012,2,2,1,1,8,0,0,0,0
delicious,0,2,1,0,0,0,0,0,0
thank for sharing,2,0,3,0,0,1,1,0,0
africansunset,2,2,1,0,0,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
11/17/2008,2,2,1,1,8,0,0,0,0
turned out very well,2,2,4,0,0,0,1,0,0
virae,2,2,1,0,0,1,0,0,0
rating 2 stars,2,2,3,1,1,2,0,0,0
12/26/2019,2,2,1,1,8,0,0,0,0
i did not care for this recipe,0,2,7,0,0,2,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fffead5bed8cda090a38d2b7383eb6aed120ded7e,0,1,2,1,18,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
trudi outman rotella,2,2,3,0,0,3,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
12/28/2019,2,2,1,1,8,0,0,0,0
well it didn t look like the picture and i cooked down fresh blueberry they,1,2,15,0,0,4,2,0,0
were yummy both together were good i really need practice on making cheesecake,3,1,13,0,0,3,3,0,0
load more reviews,2,3,3,0,0,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
review this recipe,2,2,3,0,0,2,0,0,0
blueberry cheesecake,2,2,2,0,0,2,0,0,0
rate this recipe your rating rate this a 1 couldn t eat it rate this a 2,1,2,17,1,2,6,2,0,0
didn t like it rate this a 3 it was ok rate this a 4 liked it rate this a,1,1,20,1,2,4,2,0,0
5 loved it,2,1,3,1,1,0,1,0,0
what did you think about this recipe,0,2,7,0,0,1,2,0,0
did you make any changes or notes,0,0,7,0,0,2,2,0,0
add photo,2,0,2,0,0,1,1,0,0
cancel submit,2,2,2,0,0,2,0,0,0
success,0,2,1,0,0,1,0,0,0
thanks for adding your feedback,2,0,5,0,0,2,1,0,0
your photo is being processed if it doesn t appear after 10 minutes try,1,2,14,1,2,2,6,0,0
refreshing the page,2,1,3,0,0,1,1,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
recipe reviews photos,2,2,3,0,0,2,0,0,0
review for,2,2,2,0,0,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
back to blueberry cheesecake,2,2,4,0,0,0,2,0,0
all reviews for blueberry cheesecake,2,2,5,0,0,3,0,0,0
of reviews,2,2,2,0,0,1,0,0,0
reviews most helpful,2,2,3,0,0,1,0,0,0
most helpful most positive least positive newest,2,2,7,0,0,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
share more,2,2,2,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
nutritional information,2,2,2,0,0,1,0,0,0
blueberry cheesecake,2,2,2,0,0,2,0,0,0
servings per recipe 12,1,2,4,1,2,2,0,0,0
calories 3562,2,1,2,1,4,1,0,0,0
daily value,2,2,2,0,0,1,0,0,0
protein 63g 13,2,2,3,1,4,0,0,0,0
carbohydrates 319g 10,2,2,3,1,5,1,0,0,0
dietary fiber 1g 4,2,2,4,1,2,0,1,0,0
sugars 235g,2,2,2,1,3,1,0,0,0
fat 234g 36,2,2,3,1,5,0,0,0,0
saturated fat 138g 69,2,2,4,1,5,0,1,0,0
cholesterol 1217mg 41,2,2,3,1,6,1,0,0,0
vitamin a iu 8385iu 17,2,2,5,1,6,2,0,0,0
niacin equivalents 17mg 13,2,2,4,1,4,1,0,0,0
vitamin b6 01mg 4,2,2,4,1,4,1,1,0,0
vitamin c 09mg 2,2,2,4,1,3,1,1,0,0
folate 225mcg 6,2,2,3,1,4,1,0,0,0
calcium 668mg 7,2,2,3,1,4,1,0,0,0
iron 12mg 6,2,2,3,1,3,1,0,0,0
magnesium 107mg 4,2,2,3,1,4,1,0,0,0
potassium 1256mg 4,2,2,3,1,5,1,0,0,0
sodium 2164mg 9,2,2,3,1,5,1,0,0,0
thiamin 01mg 6,2,2,3,1,3,0,0,0,0
calories from fat 2107,2,2,4,1,4,1,0,0,0
percent daily values are based on a 2 000 calorie diet your daily values may be higher or lower depending on your calorie needs,2,2,24,1,4,5,4,0,0
nutrient information is not available for all ingredients amount is based,1,2,11,0,0,3,3,0,0
on available nutrient data,2,1,4,0,0,2,0,0,0
information is not currently available for this nutrient if you are,1,2,11,0,0,2,2,0,0
following a medically restrictive diet please consult your doctor or,1,1,10,0,0,2,2,0,0
registered dietitian before preparing this recipe for personal consumption,2,1,9,0,0,3,1,0,0
powered by the esha research database c 2018,1,2,8,1,4,3,1,0,0
esha research inc all rights reserved,2,1,6,0,0,3,2,0,0
back to recipe,2,2,3,0,0,0,1,0,0
recipe reviews photos,2,2,3,0,0,2,0,0,0
reviews for photos of blueberry cheesecake,2,2,6,0,0,4,0,0,0
reviews most helpful,2,2,3,0,0,1,0,0,0
most helpful most positive least positive newest,2,2,7,0,0,1,0,0,0
1 of 87,0,2,3,1,3,0,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f9242611jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
1 of 46 blueberry cheesecake,2,2,5,1,3,1,1,0,0
angelina,0,2,1,0,0,1,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f9239847jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
2 of 46 blueberry cheesecake,2,2,5,1,3,1,1,0,0
bob austin,0,2,2,0,0,2,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f9196016jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
3 of 46 blueberry cheesecake,2,2,5,1,3,1,1,0,0
melissa everett,0,2,2,0,0,2,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f8785412jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
4 of 46 blueberry cheesecake,2,2,5,1,3,1,1,0,0
c esar de o,0,2,4,0,0,1,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f8723840jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
5 of 46 blueberry cheesecake,2,2,5,1,3,1,1,0,0
kankan,0,2,1,0,0,1,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f8629704jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
6 of 46 blueberry cheesecake,2,2,5,1,3,1,1,0,0
ai ai,0,2,2,0,0,2,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f8397451jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
7 of 46 blueberry cheesecake,2,2,5,1,3,1,1,0,0
louizandre dauphin,0,2,2,0,0,2,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f8370928jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
8 of 46 blueberry cheesecake,2,2,5,1,3,1,1,0,0
nova lax,0,2,2,0,0,1,1,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f8071900jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
9 of 46 blueberry cheesecake,2,2,5,1,3,1,1,0,0
elliot turner,0,2,2,0,0,2,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
